TreeUID,Farm,Treatment,Season,Diameter,Flower Intensity,No. of young pods,Damaged young pods,Matured pod,Damaged pod,Canopy health,pest,Mean pH,SD pH,Mean N (%),SD N (%),Mean P (mg/Kg),SD P (mg/Kg),Mean K (mg/Kg),SD K (mg/Kg),Mean  Ca(mg/Kg),SD  Ca(mg/Kg),Mean Mg(mg/Kg),SD Mg(mg/Kg),Mean O.C (%),SD O.C (%),Mean O.M (%),SD O.M (%),Mean NDVI,SD NDVI
F_2_I_BCM_9,Farm 2,I_BCM,Wet,47,Low,4,0,2,0,High,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_10,Farm 2,I_BCM,Wet,45,Moderate,16,4,4,1,High,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_11,Farm 2,I_BCM,Wet,24.5,Very low,2,1,0,0,Moderate,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_12,Farm 2,I_BCM,Wet,19,Low,12,2,2,0,Moderate,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_13,Farm 2,I_BCM,Wet,40,Low,11,2,4,0,Moderate,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_14,Farm 2,I_BCM,Wet,35.5,Low,23,6,3,0,Moderate,Low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_15,Farm 2,I_BCM,Wet,40.5,Very low,10,3,60,0,High,Low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_16,Farm 2,I_BCM,Wet,36,Low,30,10,4,0,High,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_17,Farm 2,I_BCM,Wet,36.5,High,22,5,1,0,High,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_18,Farm 2,I_BCM,Wet,24,Moderate,10,1,3,1,Moderate,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_19,Farm 2,I_BCM,Wet,33,Very low,16,1,11,0,High,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCM_20,Farm 2,I_BCM,Wet,29,Moderate,28,3,6,0,High,Very low,6.11,0.27,0.161,0.04,6.676,17.87,97.571,224.4,1000,240.55,312,50.34,1.875,0.36,3.233,0.63,0.92,0
F_2_I_BCO_1,Farm 2,I_BCO,Wet,33,Low,2,1,0,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_2,Farm 2,I_BCO,Wet,26,Moderate,51,6,5,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_3,Farm 2,I_BCO,Wet,25.5,Low,11,2,0,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_4,Farm 2,I_BCO,Wet,33.5,Moderate,6,1,2,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_5,Farm 2,I_BCO,Wet,35,Moderate,7,0,0,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_6,Farm 2,I_BCO,Wet,23,High,2,1,0,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_7,Farm 2,I_BCO,Wet,32.5,High,14,5,5,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_8,Farm 2,I_BCO,Wet,34,Very low,26,4,5,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_9,Farm 2,I_BCO,Wet,42,Low,14,3,12,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_10,Farm 2,I_BCO,Wet,34,Very low,2,1,2,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_11,Farm 2,I_BCO,Wet,30,Very low,5,0,9,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_12,Farm 2,I_BCO,Wet,35.5,Low,2,0,4,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_13,Farm 2,I_BCO,Wet,33.5,High,19,4,1,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_14,Farm 2,I_BCO,Wet,30.5,Very High,26,2,8,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_15,Farm 2,I_BCO,Wet,37,Very High,11,3,9,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_16,Farm 2,I_BCO,Wet,47,High,12,5,1,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_17,Farm 2,I_BCO,Wet,31,Low,9,9,6,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_18,Farm 2,I_BCO,Wet,46,Low,6,2,5,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_19,Farm 2,I_BCO,Wet,34,Moderate,9,3,6,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_BCO_20,Farm 2,I_BCO,Wet,29.5,Very low,3,3,6,0,High,Very low,6.66,0.43,0.238,0.05,14.623,6.18,73.669,31.22,1640,1200.64,96,305.25,1.516,0.69,2.614,1.19,0.92,0
F_2_I_C_1,Farm 2,I_C,Wet,40.5,Very low,10,4,26,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_2,Farm 2,I_C,Wet,40,Low,72,12,15,0,Very High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_3,Farm 2,I_C,Wet,37.5,High,11,1,3,0,Very High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_4,Farm 2,I_C,Wet,32,Low,6,2,4,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_5,Farm 2,I_C,Wet,28,Low,26,16,0,0,Moderate,Low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_6,Farm 2,I_C,Wet,29.5,Low,7,4,1,0,Moderate,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_7,Farm 2,I_C,Wet,26,Very low,11,4,5,0,Moderate,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_8,Farm 2,I_C,Wet,26,Very low,8,3,3,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_9,Farm 2,I_C,Wet,30.5,Moderate,7,1,2,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_10,Farm 2,I_C,Wet,26,Very low,1,0,0,0,Moderate,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_11,Farm 2,I_C,Wet,40.5,High,4,1,3,0,Moderate,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_12,Farm 2,I_C,Wet,25,Low,3,0,1,0,Moderate,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_13,Farm 2,I_C,Wet,35,Very low,5,1,4,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_14,Farm 2,I_C,Wet,22,Very low,10,1,0,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_15,Farm 2,I_C,Wet,44,High,31,7,7,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_16,Farm 2,I_C,Wet,37,Very low,10,5,3,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_17,Farm 2,I_C,Wet,31,Moderate,6,1,6,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_18,Farm 2,I_C,Wet,35.5,Very High,11,1,5,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_19,Farm 2,I_C,Wet,31,Moderate,17,5,7,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_I_C_20,Farm 2,I_C,Wet,24,Low,16,0,2,0,High,Very low,6.4,0.63,0.238,0.05,23.452,6.36,48.161,391.22,1560,1522.68,336,734,2.753,0.87,4.746,1.5,0.92,0
F_2_TS_M_1,Farm 2,TS_M,Wet,31.5,Low,6,2,3,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_2,Farm 2,TS_M,Wet,31,Very low,3,0,1,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_3,Farm 2,TS_M,Wet,39,Very low,4,4,2,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_4,Farm 2,TS_M,Wet,28,Very low,4,0,1,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_5,Farm 2,TS_M,Wet,31,Low,13,3,4,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_6,Farm 2,TS_M,Wet,27,Moderate,5,1,0,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_7,Farm 2,TS_M,Wet,38.5,Very low,8,5,2,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_8,Farm 2,TS_M,Wet,34,Very low,0,0,0,0,Moderate,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_9,Farm 2,TS_M,Wet,28,Very low,1,0,0,0,Moderate,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_10,Farm 2,TS_M,Wet,31,Low,8,2,3,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_11,Farm 2,TS_M,Wet,34,Moderate,35,2,3,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_12,Farm 2,TS_M,Wet,33.5,Very low,13,3,5,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_13,Farm 2,TS_M,Wet,40,Low,15,9,2,1,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_14,Farm 2,TS_M,Wet,31,Very low,18,3,0,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_15,Farm 2,TS_M,Wet,37.5,Very low,2,1,1,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_16,Farm 2,TS_M,Wet,45,Low,31,13,22,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_17,Farm 2,TS_M,Wet,38,Moderate,31,13,19,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_18,Farm 2,TS_M,Wet,35,Very low,7,4,3,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_19,Farm 2,TS_M,Wet,38,Low,11,4,3,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_M_20,Farm 2,TS_M,Wet,35,Very low,7,1,1,0,High,Very low,6.62,0.58,0.252,0.11,23.452,211.24,101.406,616.63,2400,1413.31,576,516.08,0.519,1.24,0.894,2.13,0.92,0
F_2_TS_BCM_1,Farm 2,TS_BCM,Wet,28,Low,5,1,0,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_2,Farm 2,TS_BCM,Wet,34.3,Low,5,0,4,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_3,Farm 2,TS_BCM,Wet,37,High,22,5,12,0,High,High,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_4,Farm 2,TS_BCM,Wet,34.3,Very low,0,0,1,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_5,Farm 2,TS_BCM,Wet,31,Very low,0,0,0,0,Low,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_6,Farm 2,TS_BCM,Wet,37,Low,11,0,1,0,Moderate,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_7,Farm 2,TS_BCM,Wet,32.8,Very low,3,1,0,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_8,Farm 2,TS_BCM,Wet,18.5,Very low,0,0,0,0,Moderate,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_9,Farm 2,TS_BCM,Wet,43.3,Low,5,5,4,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_10,Farm 2,TS_BCM,Wet,28.3,Very low,6,1,1,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_11,Farm 2,TS_BCM,Wet,36.2,Moderate,7,5,0,0,Moderate,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_12,Farm 2,TS_BCM,Wet,30.5,Very low,0,0,1,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_13,Farm 2,TS_BCM,Wet,43.3,High,23,6,14,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_14,Farm 2,TS_BCM,Wet,41.8,Moderate,26,0,4,0,High,Low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_15,Farm 2,TS_BCM,Wet,30.7,Very low,2,0,1,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_16,Farm 2,TS_BCM,Wet,36.8,Moderate,6,2,1,0,Moderate,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_17,Farm 2,TS_BCM,Wet,31.5,Moderate,6,0,1,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_18,Farm 2,TS_BCM,Wet,42,Moderate,8,3,4,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_19,Farm 2,TS_BCM,Wet,44.2,Moderate,15,5,8,0,High,Low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCM_20,Farm 2,TS_BCM,Wet,39.7,Very low,4,0,0,0,High,Very low,7.03,0.67,0.301,0.09,177.086,67.82,1139.816,493.03,3400,1213.37,792,269.72,2.953,0.85,5.09,1.47,0.92,0
F_2_TS_BCO_1,Farm 2,TS_BCO,Wet,25.5,Moderate,25,6,15,0,High,Moderate,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_2,Farm 2,TS_BCO,Wet,36,Moderate,18,4,14,2,High,Moderate,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_3,Farm 2,TS_BCO,Wet,35,High,17,4,11,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_4,Farm 2,TS_BCO,Wet,32.8,High,19,5,5,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_5,Farm 2,TS_BCO,Wet,29,High,13,0,9,1,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_6,Farm 2,TS_BCO,Wet,30.5,Moderate,17,1,7,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_7,Farm 2,TS_BCO,Wet,43.1,Moderate,13,3,12,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_8,Farm 2,TS_BCO,Wet,42.7,Moderate,16,2,6,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_9,Farm 2,TS_BCO,Wet,29.3,Very low,8,1,0,0,Moderate,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_10,Farm 2,TS_BCO,Wet,23,Very low,4,0,3,0,Moderate,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_11,Farm 2,TS_BCO,Wet,28,Very low,9,3,2,0,Moderate,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_12,Farm 2,TS_BCO,Wet,35.7,Very low,14,2,1,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_13,Farm 2,TS_BCO,Wet,30.5,Low,9,1,4,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_14,Farm 2,TS_BCO,Wet,39.3,Moderate,7,1,8,1,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_15,Farm 2,TS_BCO,Wet,41,Low,9,4,12,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_16,Farm 2,TS_BCO,Wet,38.6,Very low,8,1,1,0,High,Low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_17,Farm 2,TS_BCO,Wet,34,Very low,2,0,4,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_18,Farm 2,TS_BCO,Wet,39.8,Very low,4,0,3,0,Moderate,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_19,Farm 2,TS_BCO,Wet,45.4,Very low,14,2,6,1,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_BCO_20,Farm 2,TS_BCO,Wet,32.6,Very low,5,3,1,0,High,Very low,6.9,0.25,0.217,0.08,21.686,28.36,1305.705,2282.19,2560,919.13,264,104.89,2.155,0.9,3.715,1.56,0.92,0
F_2_TS_O_1,Farm 2,TS_O,Wet,31,Very low,6,2,11,0,High,Very low,6.09,0.14,0.189,0.03,11.091,2.14,89.633,23.52,1760,400.8,384,104.06,2.354,0.54,4.058,0.93,0.92,0
F_2_TS_O_2,Farm 2,TS_O,Wet,35,Very low,8,5,0,0,High,Very low,6.09,0.14,0.189,0.03,11.091,2.14,89.633,23.52,1760,400.8,384,104.06,2.354,0.54,4.058,0.93,0.92,0
F_2_TS_O_3,Farm 2,TS_O,Wet,29,Very low,1,0,0,0,High,Very low,6.09,0.14,0.189,0.03,11.091,2.14,89.633,23.52,1760,400.8,384,104.06,2.354,0.54,4.058,0.93,0.92,0
F_2_TS_O_4,Farm 2,TS_O,Wet,22.5,Very low,7,1,1,0,Moderate,Very low,6.09,0.14,0.189,0.03,11.091,2.14,89.633,23.52,1760,400.8,384,104.06,2.354,0.54,4.058,0.93,0.92,0
F_2_TS_O_5,Farm 2,TS_O,Wet,42,Very low,13,4,8,0,High,Very low,6.09,0.14,0.189,0.03,11.091,2.14,89.633,23.52,1760,400.8,384,104.06,2.354,0.54,4.058,0.93,0.92,0
F_2_TS_O_6,Farm 2,TS_O,Wet,40,Low,30,8,2,0,High,Very low,6.09,0.14,0.189,0.03,11.091,2.14,89.633,23.52,1760,400.8,384,104.06,2.354,0.54,4.058,0.93,0.92,0
